person_id;person_trip_id;leg_index;access_stop_id;egress_stop_id;transit_line_id;transit_route_id;access_area_id;egress_area_id;transit_mode
7487417;0;1;IDFM:462914.link:pt_IDFM:462914;IDFM:463239.link:pt_IDFM:463239;IDFM:C01379;IDFM:RATP:174674-C01379-COU_RATP_09JOVOLTAIRE3_2024_-2044645166_Clou13PteM05-9;IDFM:71054;IDFM:73658;subway
6754086;0;1;IDFM:monomodalStopPlace:470549.link:300141;IDFM:monomodalStopPlace:45102.link:150653;IDFM:C01742;IDFM:TN:SNCF:4e859901-e9b5-49ac-ab63-35af1cbf7886;IDFM:71517;IDFM:474151;rail
11135338;0;1;IDFM:monomodalStopPlace:43126.link:464389;IDFM:monomodalStopPlace:43166.link:99799;IDFM:C01727;IDFM:TN:SNCF:d45eef34-88ca-48c9-ad0b-a913247cbeb6;IDFM:66005;IDFM:66335;rail
3805146;0;1;IDFM:13518.link:582661;IDFM:13606.link:437624;IDFM:C00654;IDFM:KSOE:183625-C00654-1600-260;IDFM:65777;IDFM:65691;bus
7470170;0;5;IDFM:22001.link:pt_IDFM:22001;IDFM:463027.link:pt_IDFM:463027;IDFM:C01375;IDFM:RATP:158918-C01375-COU_RATP_5109826_3263588_54;IDFM:71961;IDFM:71972;subway
7061137;1;2;IDFM:26953.link:448200;IDFM:24965.link:353045;IDFM:C01287;IDFM:RATP:163245-C01287-COU_RATP_5115460_3277901_3;IDFM:70455;IDFM:70456;bus
8749793;1;4;IDFM:463174.link:pt_IDFM:463174;IDFM:463286.link:pt_IDFM:463286;IDFM:C01373;IDFM:RATP:174680-C01373-COU_RATP_03JOBOTTICELLI2_2024_-1830129975_Gam307Gall03-3;IDFM:71817;IDFM:71787;subway
8003688;0;1;IDFM:18888.link:190715;IDFM:19500.link:607766;IDFM:C01580;IDFM:Transdev_Nord_Seine_Saint-Denis:180895-C01580-19833144;IDFM:412703;IDFM:72700;bus
1524918;3;6;IDFM:22118.link:pt_IDFM:22118;IDFM:22114.link:pt_IDFM:22114;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_2017239294_Nat221Nat229-5;IDFM:71940;IDFM:71409;subway
7738374;1;8;IDFM:monomodalStopPlace:415093.link:103754;IDFM:monomodalStopPlace:45447.link:64343;IDFM:C01727;IDFM:TN:SNCF:2b0c687e-b29f-4438-9090-c477d7c62938;IDFM:71379;IDFM:71286;rail
9360670;0;3;IDFM:463058.link:pt_IDFM:463058;IDFM:22191.link:pt_IDFM:22191;IDFM:C01378;IDFM:RATP:174682-C01378-COU_RATP_08JOLIPPE6_2025_1845212885_Lour02CLac03-2;IDFM:71326;IDFM:71224;subway
2051409;0;3;IDFM:462957.link:pt_IDFM:462957;IDFM:22442.link:pt_IDFM:22442;IDFM:C01379;IDFM:RATP:174674-C01379-COU_RATP_09JOVOLTAIRE3_2024_-2044645166_Clou13PteM05-9;IDFM:71346;IDFM:71694;subway
6728857;0;1;IDFM:36863.link:657096;IDFM:420570.link:392148;IDFM:C01199;IDFM:RATP:163203-C01199-COU_RATP_5116303_3278015_29;IDFM:72120;IDFM:73812;bus
1501580;0;1;IDFM:462981.link:pt_IDFM:462981;IDFM:463125.link:pt_IDFM:463125;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_-228784835_Nat222Nat204-3;IDFM:71940;IDFM:71697;subway
6778512;0;3;IDFM:22115.link:pt_IDFM:22115;IDFM:463285.link:pt_IDFM:463285;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_-228784835_Nat226Nat231-4;IDFM:71435;IDFM:71787;subway
9252394;0;3;IDFM:480288.link:pt_IDFM:480288;IDFM:21959.link:pt_IDFM:21959;IDFM:C01384;IDFM:RATP:176002-C01384-COU_RATP_14JODUPONTEL01_2025_-1352604585_Or1422Sm1413-12;IDFM:72126;IDFM:71264;subway
12154868;1;4;IDFM:18209.link:658140;IDFM:22840.link:708;IDFM:C01273;IDFM:RATP:167857-C01273-COU_RATP_5117691_3277926_15;IDFM:72169;IDFM:71523;bus
9813339;0;1;IDFM:27208.link:274184;IDFM:424827.link:152160;IDFM:C01071;IDFM:RATP:153706-C01071-COU_RATP_5110097_3202889_45;IDFM:69775;IDFM:69813;bus
3993405;0;3;IDFM:monomodalStopPlace:43157.link:256344;IDFM:monomodalStopPlace:47881.link:216238;IDFM:C01739;IDFM:TN:SNCF:c3627272-fd51-4fd2-9f37-774a40a1562d;IDFM:65931;IDFM:65994;rail
4305108;0;5;IDFM:monomodalStopPlace:46990.link:86822;IDFM:monomodalStopPlace:47885.link:349183;IDFM:C01736;IDFM:TN:SNCF:3e67e8b2-3c2a-4ce9-b086-e13f6f1f0e51;IDFM:73731;IDFM:64199;rail
3512492;0;3;IDFM:monomodalStopPlace:47874.link:327394;IDFM:monomodalStopPlace:58759.link:256651;IDFM:C01742;IDFM:TN:SNCF:4d61b7c9-88d4-4ca3-9d4a-8353d13b107d;IDFM:64883;IDFM:71347;rail
6669327;0;1;IDFM:monomodalStopPlace:43112.link:367751;IDFM:monomodalStopPlace:47923.link:267285;IDFM:C01740;IDFM:TN:SNCF:4888e12c-2252-40b0-a643-0b21cc1f3664;IDFM:72073;IDFM:72124;rail
7461594;1;2;IDFM:monomodalStopPlace:43069.link:232628;IDFM:monomodalStopPlace:43112.link:367615;IDFM:C01740;IDFM:TN:SNCF:68cf92ad-4dc0-4b4d-a09d-5a1391f723e3;IDFM:72132;IDFM:72073;rail
572703;0;1;IDFM:monomodalStopPlace:45301.link:501359;IDFM:monomodalStopPlace:46375.link:589301;IDFM:C01727;IDFM:TN:SNCF:2b0c687e-b29f-4438-9090-c477d7c62938;IDFM:71572;IDFM:70313;rail
5669175;0;1;IDFM:monomodalStopPlace:58774.link:659531;IDFM:monomodalStopPlace:43091.link:472290;IDFM:C02711;IDFM:TN:SNCF:efcb7d43-bd8c-422a-aefa-1d6aab5fe788;IDFM:63244;IDFM:63404;rail
4373526;1;6;IDFM:22218.link:pt_IDFM:22218;IDFM:22233.link:pt_IDFM:22233;IDFM:C01383;IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_64;IDFM:71370;IDFM:72286;subway
12146217;0;1;IDFM:24975.link:172624;IDFM:24976.link:34437;IDFM:C01118;IDFM:RATP:160590-C01118-COU_RATP_5106052_2013313_19;IDFM:482696;IDFM:415526;bus
411350;0;1;IDFM:463045.link:pt_IDFM:463045;IDFM:463284.link:pt_IDFM:463284;IDFM:C01384;IDFM:RATP:174677-C01384-COU_RATP_14JONINEY02_2025_1249031566_Sm1407Or1421-7;IDFM:71557;IDFM:73788;subway
892160;1;4;IDFM:22091.link:pt_IDFM:22091;IDFM:463150.link:pt_IDFM:463150;IDFM:C01371;IDFM:RATP:174676-C01371-COU_RATP_01JONOUMEA1_2024_1247678604_Vinc15LaDe06-7;IDFM:415852;IDFM:71298;subway
9718184;0;3;IDFM:463079.link:pt_IDFM:463079;IDFM:463192.link:pt_IDFM:463192;IDFM:C01381;IDFM:RATP:178020-C01381-COU_RATP_5120281_3166990_106;IDFM:71264;IDFM:71868;subway
664865;0;1;IDFM:22128.link:pt_IDFM:22128;IDFM:463252.link:pt_IDFM:463252;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_2017239294_Nat221Nat229-5;IDFM:71853;IDFM:71435;subway
1694871;2;7;IDFM:462436.link:pt_IDFM:462436;IDFM:462440.link:pt_IDFM:462440;IDFM:C01679;IDFM:RATP:146338-C01679-COU_RATP_5097502_3173057_138;IDFM:72078;IDFM:71505;tram
7470171;0;1;IDFM:37446.link:235330;IDFM:40881.link:510099;IDFM:C01198;IDFM:RATP:178187-C01198-COU_RATP_5118986_2651732_39;IDFM:72166;IDFM:72204;bus
10439238;0;1;IDFM:27770.link:405411;IDFM:27764.link:667050;IDFM:C01818;IDFM:RATP:156246-C01818-COU_RATP_5112293_2467796_16;IDFM:73033;IDFM:73063;bus
5119160;0;1;IDFM:monomodalStopPlace:43098.link:234179;IDFM:monomodalStopPlace:45705.link:230828;IDFM:C01727;IDFM:TN:SNCF:deceafd8-cab3-4df2-bcac-a95f6ef61aaf;IDFM:60247;IDFM:71269;rail
6512112;0;3;IDFM:monomodalStopPlace:462357.link:128453;IDFM:monomodalStopPlace:461504.link:409603;IDFM:C01727;IDFM:TN:SNCF:4c98c0e9-7b0e-456e-a0d3-156fb428dfeb;IDFM:71016;IDFM:63812;rail
4445740;0;5;IDFM:22157.link:pt_IDFM:22157;IDFM:22093.link:pt_IDFM:22093;IDFM:C01383;IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_102;IDFM:71139;IDFM:71305;subway
2040733;1;6;IDFM:463107.link:pt_IDFM:463107;IDFM:463026.link:pt_IDFM:463026;IDFM:C01377;IDFM:RATP:174678-C01377-COU_RATP_07JOGEAI4_2024_-1309725238_Arag02Vill08-1;IDFM:70452;IDFM:71033;subway
3840173;0;5;IDFM:29579.link:437434;IDFM:29664.link:259580;IDFM:C00394;IDFM:TRANSDEV_VEXIN:164853-C00394-19297710;IDFM:66816;IDFM:66949;bus
5462232;0;5;IDFM:19833.link:627275;IDFM:6146.link:127994;IDFM:C00550;IDFM:KPB:183071-C00550-420-260;IDFM:67449;IDFM:62563;bus
9091894;0;3;IDFM:13048.link:18566;IDFM:13059.link:410422;IDFM:C00656;IDFM:KRE8:183627-C00656-2175-260;IDFM:73392;IDFM:68817;bus
3289112;2;3;IDFM:31139.link:289099;IDFM:31127.link:252303;IDFM:C01806;IDFM:TRANSDEV_SENART:174584-C01806-19704845;IDFM:62242;IDFM:62347;bus
9313764;1;12;IDFM:9875.link:490673;IDFM:24056.link:503386;IDFM:C01156;IDFM:RATP:175298-C01156-COU_RATP_5120952_3300971_44;IDFM:71756;IDFM:71726;bus
9554416;0;5;IDFM:21080.link:406917;IDFM:462698.link:703377;IDFM:C01521;IDFM:FSQY:173405-C01521-529-C01521-45863-8420533;IDFM:63812;IDFM:63566;bus
8242941;0;1;IDFM:37598.link:377248;IDFM:425017.link:678316;IDFM:C01170;IDFM:RATP:181178-C01170-COU_RATP_5123368_3311064_11;IDFM:71941;IDFM:71935;bus
3287297;0;5;IDFM:6173.link:600448;IDFM:19851.link:213207;IDFM:C02069;IDFM:BRIE_ET_2_MORIN:173386-C02069-19665220;IDFM:67920;IDFM:68963;bus
9827125;0;1;IDFM:10193.link:294174;IDFM:23187.link:323252;IDFM:C01159;IDFM:RATP:166416-C01159-COU_RATP_5117830_3287496_20;IDFM:69974;IDFM:69871;bus
1090713;1;2;IDFM:24531.link:pt_IDFM:24531;IDFM:24415.link:pt_IDFM:24415;IDFM:C01679;IDFM:RATP:178132-C01679-COU_RATP_5119977_3173059_73;IDFM:73798;IDFM:71889;tram
1179958;2;3;IDFM:22385.link:pt_IDFM:22385;IDFM:463026.link:pt_IDFM:463026;IDFM:C01377;IDFM:RATP:174678-C01377-COU_RATP_07JOGEAI4_2024_-1309725238_Arag02Vill08-1;IDFM:70645;IDFM:71033;subway
7603609;0;1;IDFM:23767.link:590609;IDFM:491157.link:483726;IDFM:C01186;IDFM:RATP:167773-C01186-COU_RATP_5118121_3215389_25;IDFM:485810;IDFM:491328;bus
584494;0;1;IDFM:21954.link:pt_IDFM:21954;IDFM:490841.link:pt_IDFM:490841;IDFM:C01384;IDFM:RATP:176002-C01384-COU_RATP_14JODUPONTEL01_2025_-1352604585_Or1422Sm1413-12;IDFM:71557;IDFM:70645;subway
11359576;1;2;IDFM:28456.link:481681;IDFM:2326.link:628614;IDFM:C01161;IDFM:RATP:168825-C01161-COU_RATP_5118488_3210887_30;IDFM:65371;IDFM:65618;bus
120283;0;3;IDFM:monomodalStopPlace:45102.link:291171;IDFM:monomodalStopPlace:43140.link:176926;IDFM:C01743;IDFM:TN:SNCF:c35f48bf-64ad-480b-8361-24c6a02ba98b;IDFM:474151;IDFM:72598;rail
9568905;0;1;IDFM:monomodalStopPlace:43607.link:154661;IDFM:monomodalStopPlace:45102.link:291171;IDFM:C01743;IDFM:TN:SNCF:3694b64e-9515-4848-a1a6-08118f43dca3;IDFM:70427;IDFM:474151;rail
1204849;2;3;IDFM:462968.link:pt_IDFM:462968;IDFM:463081.link:pt_IDFM:463081;IDFM:C01382;IDFM:RATP:174673-C01382-COU_RATP_12JOPOULIDOR_2025_-1544961128_Maau04Maau16-6;IDFM:73640;IDFM:71324;subway
1102179;0;1;IDFM:22150.link:pt_IDFM:22150;IDFM:483313.link:pt_IDFM:483313;IDFM:C01374;IDFM:RATP:174683-C01374-COU_RATP_04JOVENDEE1_2025_346363328_Clig12Clig10-5;IDFM:71223;IDFM:70441;subway
921251;0;1;IDFM:462946.link:pt_IDFM:462946;IDFM:21963.link:pt_IDFM:21963;IDFM:C01373;IDFM:RATP:174680-C01373-COU_RATP_03JOBOTTICELLI2_2024_-1830129975_Gall05Gall07-3;IDFM:71311;IDFM:71370;subway
8051835;0;1;IDFM:26334.link:596383;IDFM:37550.link:709530;IDFM:C01151;IDFM:RATP:144231-C01151-COU_RATP_5101282_3180799_71;IDFM:71837;IDFM:71817;bus
1685402;0;3;IDFM:463291.link:pt_IDFM:463291;IDFM:462992.link:pt_IDFM:462992;IDFM:C01374;IDFM:RATP:182164-C01374-COU_RATP_04JODENALI3_2025_584935096_Bagl08Clig08-5;IDFM:71088;IDFM:71202;subway
1667596;1;6;IDFM:463148.link:pt_IDFM:463148;IDFM:22092.link:pt_IDFM:22092;IDFM:C01374;IDFM:RATP:178144-C01374-COU_RATP_04JOLOMA1_2025_1366177130_Orle05Bagl05-4;IDFM:71469;IDFM:71264;subway
351979;0;1;IDFM:21952.link:pt_IDFM:21952;IDFM:22014.link:pt_IDFM:22014;IDFM:C01375;IDFM:RATP:158918-C01375-COU_RATP_5109826_3263588_54;IDFM:71940;IDFM:72039;subway
6373155;0;1;IDFM:477745.link:262694;IDFM:40533.link:305296;IDFM:C02300;IDFM:GPSO:168129-C02300-19187965;IDFM:419969;IDFM:69503;bus
3449043;0;5;IDFM:16196.link:65114;IDFM:16242.link:313434;IDFM:C01820;IDFM:MARNE_ET_OURCQ:167171-C01820-19511783;IDFM:67625;IDFM:67570;bus
6569754;0;3;IDFM:463010.link:pt_IDFM:463010;IDFM:22088.link:pt_IDFM:22088;IDFM:C01371;IDFM:RATP:174676-C01371-COU_RATP_01JONOUMEA1_2024_1247678604_Vinc10Vinc01-5;IDFM:71305;IDFM:71348;subway
11016487;1;4;IDFM:35071.link:593028;IDFM:34842.link:249657;IDFM:C01480;IDFM:FSO:177486-C01480-562-260;IDFM:66116;IDFM:66317;bus
7783712;0;3;IDFM:monomodalStopPlace:43171.link:484950;IDFM:monomodalStopPlace:43198.link:159840;IDFM:C01742;IDFM:TN:SNCF:33c4886a-1e65-437c-88f4-1a0172bb6898;IDFM:70940;IDFM:64589;rail
7186445;0;5;IDFM:monomodalStopPlace:415093.link:103754;IDFM:monomodalStopPlace:45419.link:641817;IDFM:C01727;IDFM:TN:SNCF:2b0c687e-b29f-4438-9090-c477d7c62938;IDFM:71379;IDFM:71212;rail
6932600;0;1;IDFM:monomodalStopPlace:43112.link:367615;IDFM:monomodalStopPlace:45493.link:257800;IDFM:C01740;IDFM:TN:SNCF:68cf92ad-4dc0-4b4d-a09d-5a1391f723e3;IDFM:72073;IDFM:71475;rail
12217731;0;1;IDFM:monomodalStopPlace:46990.link:86793;IDFM:monomodalStopPlace:43219.link:524553;IDFM:C01741;IDFM:TN:SNCF:25787b10-f03a-4640-a100-7592760d9994;IDFM:73731;IDFM:63880;rail
6501694;0;1;IDFM:monomodalStopPlace:43125.link:pt_IDFM:monomodalStopPlace:43125;IDFM:monomodalStopPlace:473890.link:45143;IDFM:C01743;IDFM:TN:SNCF:98fe808b-c432-4f32-be5e-f1c683deb493;IDFM:70133;IDFM:71056;rail
9696435;0;1;IDFM:monomodalStopPlace:43110.link:531941;IDFM:monomodalStopPlace:43072.link:66252;IDFM:C01727;IDFM:TN:SNCF:a034bb1d-6d9e-482a-9664-1f4fb1c29eac;IDFM:69852;IDFM:71135;rail
4448187;0;3;IDFM:monomodalStopPlace:427870.link:392792;IDFM:monomodalStopPlace:43147.link:459776;IDFM:C01736;IDFM:TN:SNCF:2335b181-464f-47ac-b9fd-f773962260a1;IDFM:60665;IDFM:63426;rail
5929084;2;3;IDFM:12636.link:190216;IDFM:462645.link:303378;IDFM:C01562;IDFM:KVYVS:175710-C01562-126-260;IDFM:62472;IDFM:73870;bus
9059120;0;1;IDFM:27363.link:556256;IDFM:27349.link:547506;IDFM:C01143;IDFM:RATP:155937-C01143-COU_RATP_5111263_974468_3;IDFM:73219;IDFM:73206;bus
8300997;1;2;IDFM:28284.link:642133;IDFM:18923.link:23269;IDFM:C01579;IDFM:Transdev_Nord_Seine_Saint-Denis:180895-C01579-19832912;IDFM:72675;IDFM:72739;bus
2195340;0;1;IDFM:16874.link:388643;IDFM:22576.link:670756;IDFM:C01142;IDFM:RATP:155890-C01142-COU_RATP_5111242_2316229_1;IDFM:68399;IDFM:73204;bus
1662200;0;1;IDFM:463004.link:pt_IDFM:463004;IDFM:22158.link:pt_IDFM:22158;IDFM:C01376;IDFM:RATP:178018-C01376-COU_RATP_5121582_2991428_199;IDFM:71043;IDFM:71056;subway
10933341;0;3;IDFM:monomodalStopPlace:43189.link:169833;IDFM:monomodalStopPlace:58566.link:155874;IDFM:C01739;IDFM:TN:SNCF:a92407dd-28d6-4abb-bb01-8a61fcdf827e;IDFM:65441;IDFM:71370;rail
7187321;0;3;IDFM:7895.link:274644;IDFM:28811.link:593068;IDFM:C01248;IDFM:RATP:183586-C01248-COU_RATP_5121310_2850978_25;IDFM:71517;IDFM:70893;bus
10409501;0;3;IDFM:40003.link:609793;IDFM:39520.link:308043;IDFM:C01135;IDFM:RATP:165984-C01135-COU_RATP_5117555_3255104_18;IDFM:73097;IDFM:73081;bus
4099192;0;1;IDFM:423034.link:710818;IDFM:13765.link:601897;IDFM:C00275;IDFM:KSOE:183625-C00275-1744-260;IDFM:64774;IDFM:64673;bus
1759957;0;1;IDFM:24397.link:pt_IDFM:24397;IDFM:24396.link:pt_IDFM:24396;IDFM:C01679;IDFM:RATP:178132-C01679-COU_RATP_5119977_3173059_73;IDFM:71824;IDFM:71663;tram
4413699;0;3;IDFM:21086.link:213622;IDFM:20989.link:619289;IDFM:C01535;IDFM:FSQY:173405-C01535-529-C01535-45863-8420303;IDFM:63812;IDFM:63512;bus
11199886;0;3;IDFM:491718.link:36090;IDFM:8103.link:574430;IDFM:C01191;IDFM:RATP:182096-C01191-COU_RATP_5123512_3311089_36;IDFM:72323;IDFM:72265;bus
388969;0;3;IDFM:462987.link:pt_IDFM:462987;IDFM:22034.link:pt_IDFM:22034;IDFM:C01373;IDFM:RATP:174680-C01373-COU_RATP_03JOBOTTICELLI2_2024_-1830129975_Gall05Gall07-3;IDFM:71403;IDFM:73667;subway
2147921;0;1;IDFM:39980.link:288374;IDFM:16711.link:388688;IDFM:C01426;IDFM:STBC:177128-C01426-19757367;IDFM:68407;IDFM:68484;bus
1888745;0;1;IDFM:462949.link:pt_IDFM:462949;IDFM:463153.link:pt_IDFM:463153;IDFM:C01382;IDFM:RATP:174673-C01382-COU_RATP_12JOPOULIDOR_2025_1256978106_Maau06Maau06-3;IDFM:71075;IDFM:70990;subway
2783600;0;3;IDFM:22087.link:pt_IDFM:22087;IDFM:22074.link:pt_IDFM:22074;IDFM:C01371;IDFM:RATP:174676-C01371-COU_RATP_01JONOUMEA1_2024_935444867_Vinc18Vinc13-4;IDFM:71264;IDFM:71222;subway
284476;0;1;IDFM:22227.link:pt_IDFM:22227;IDFM:22233.link:pt_IDFM:22233;IDFM:C01383;IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_59;IDFM:71474;IDFM:72286;subway
1871457;0;3;IDFM:21961.link:pt_IDFM:21961;IDFM:21955.link:pt_IDFM:21955;IDFM:C01384;IDFM:RATP:174677-C01384-COU_RATP_14JONINEY02_2025_-1352604585_Pl1409Or1420-11;IDFM:71324;IDFM:71572;subway
64279;1;2;IDFM:22971.link:356161;IDFM:26789.link:134459;IDFM:C01123;IDFM:RATP:152061-C01123-COU_RATP_5109713_3173030_36;IDFM:71224;IDFM:71290;bus
11273237;0;1;IDFM:monomodalStopPlace:43126.link:464374;IDFM:monomodalStopPlace:412743.link:541604;IDFM:C01737;IDFM:TN:SNCF:e8a8c577-50a5-4f67-95bf-90e88d4f9253;IDFM:66005;IDFM:72323;rail
2269518;0;1;IDFM:33015.link:157025;IDFM:33544.link:110723;IDFM:C00847;IDFM:TRANSDEV_SENART:174584-C00847-19703459;IDFM:62517;IDFM:62558;bus
676372;0;3;IDFM:21959.link:pt_IDFM:21959;IDFM:21955.link:pt_IDFM:21955;IDFM:C01384;IDFM:RATP:174677-C01384-COU_RATP_14JONINEY02_2025_-1352604585_Pl1409Or1420-11;IDFM:71264;IDFM:71572;subway
9069352;1;2;IDFM:30089.link:233022;IDFM:26429.link:489684;IDFM:C01170;IDFM:RATP:181178-C01170-COU_RATP_5123372_3311066_15;IDFM:71680;IDFM:73218;bus
4841717;0;1;IDFM:28659.link:510771;IDFM:490974.link:131491;IDFM:C00038;IDFM:KVVB:181859-C00038-652-1284;IDFM:63709;IDFM:63420;bus
7539398;0;1;IDFM:21938.link:pt_IDFM:21938;IDFM:21926.link:pt_IDFM:21926;IDFM:C01379;IDFM:RATP:174674-C01379-COU_RATP_09JOVOLTAIRE3_2024_-2044645166_Clou13PteM05-7;IDFM:70698;IDFM:482368;subway
6790634;0;1;IDFM:28536.link:438313;IDFM:27701.link:371291;IDFM:C01311;IDFM:RATP:183602-C01311-COU_RATP_5124733_3314224_16;IDFM:480604;IDFM:70940;bus
12244492;1;4;IDFM:3978.link:336855;IDFM:3778.link:396225;IDFM:C01616;IDFM:TCE:175991-C01616-4045-260;IDFM:60434;IDFM:60400;bus
11084700;2;7;IDFM:39937.link:312470;IDFM:26723.link:219666;IDFM:C01161;IDFM:RATP:168825-C01161-COU_RATP_5118488_3210887_20;IDFM:65911;IDFM:66079;bus
2371320;1;2;IDFM:6519.link:649204;IDFM:6173.link:600448;IDFM:C01063;IDFM:BRIE_ET_2_MORIN:173386-C01063-19665321;IDFM:477260;IDFM:67920;bus
1677622;0;1;IDFM:monomodalStopPlace:58572.link:350772;IDFM:monomodalStopPlace:470549.link:327585;IDFM:C01729;IDFM:TN:SNCF:88b599c9-3a1e-4a6b-82f7-bc3daacd8568;IDFM:478733;IDFM:71517;rail
5355373;0;9;IDFM:484381.link:16213;IDFM:20672.link:384142;IDFM:C01526;IDFM:FSQY:173405-C01526-529-C01526-45863-8420991;IDFM:63426;IDFM:63632;bus
8777054;2;5;IDFM:419587.link:508900;IDFM:487552.link:440615;IDFM:C00265;IDFM:KRO6:183731-C00265-3201-260;IDFM:65499;IDFM:65582;bus
10735241;0;1;IDFM:17210.link:76582;IDFM:13178.link:77257;IDFM:C00574;IDFM:TRANSDEV_COTEAUX_DE_LA_MARNE:167085-C00574-19507304;IDFM:69583;IDFM:69568;bus
9488928;0;3;IDFM:463252.link:pt_IDFM:463252;IDFM:22094.link:pt_IDFM:22094;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_2017239294_Nat221Nat229-5;IDFM:71435;IDFM:71347;subway
1110803;1;4;IDFM:21962.link:pt_IDFM:21962;IDFM:480330.link:pt_IDFM:480330;IDFM:C01384;IDFM:RATP:174677-C01384-COU_RATP_14JODARMON01_2024_1249031566_Pl1408Or1424-10;IDFM:71370;IDFM:72168;subway
11529747;1;4;IDFM:10127.link:93303;IDFM:488031.link:619061;IDFM:C00762;IDFM:FSO:177486-C00762-4350-260;IDFM:66816;IDFM:66696;bus
4034603;0;5;IDFM:462972.link:pt_IDFM:462972;IDFM:21954.link:pt_IDFM:21954;IDFM:C01384;IDFM:RATP:174677-C01384-COU_RATP_14JONINEY02_2025_-1352604585_Pl1409Or1420-11;IDFM:71370;IDFM:71557;subway
9955994;0;3;IDFM:22083.link:pt_IDFM:22083;IDFM:22104.link:pt_IDFM:22104;IDFM:C01371;IDFM:RATP:174676-C01371-COU_RATP_01JONOUMEA1_2024_935444867_Vinc15LaDe06-4;IDFM:73626;IDFM:71634;subway
6478055;0;3;IDFM:23219.link:559032;IDFM:9977.link:475743;IDFM:C01184;IDFM:RATP:151243-C01184-COU_RATP_5109254_3185757_38;IDFM:70289;IDFM:70230;bus
10161172;0;1;IDFM:21391.link:48888;IDFM:35949.link:262669;IDFM:C01277;IDFM:RATP:156540-C01277-COU_RATP_5112133_2427210_20;IDFM:72942;IDFM:69958;bus
8749793;1;6;IDFM:22112.link:pt_IDFM:22112;IDFM:22120.link:pt_IDFM:22120;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_2017239294_Nat221Nat229-5;IDFM:71787;IDFM:71893;subway
9285837;0;1;IDFM:35874.link:12914;IDFM:25156.link:283528;IDFM:C01158;IDFM:RATP:161332-C01158-COU_RATP_5106295_3204877_39;IDFM:71785;IDFM:71883;bus
7198875;0;1;IDFM:22100.link:pt_IDFM:22100;IDFM:22082.link:pt_IDFM:22082;IDFM:C01371;IDFM:RATP:174676-C01371-COU_RATP_01JONOUMEA1_2024_935444867_Vinc12Mail04-6;IDFM:425779;IDFM:71318;subway
9253720;1;4;IDFM:463301.link:pt_IDFM:463301;IDFM:22223.link:pt_IDFM:22223;IDFM:C01383;IDFM:RATP:178016-C01383-COU_RATP_5120308_2467830_10;IDFM:72285;IDFM:71039;subway
9718428;1;4;IDFM:monomodalStopPlace:45301.link:501359;IDFM:monomodalStopPlace:43110.link:445605;IDFM:C01727;IDFM:TN:SNCF:2b0c687e-b29f-4438-9090-c477d7c62938;IDFM:71572;IDFM:69852;rail
5602405;0;3;IDFM:monomodalStopPlace:43080.link:131668;IDFM:monomodalStopPlace:43219.link:524554;IDFM:C01727;IDFM:TN:SNCF:747b8545-f645-4877-882a-6b1e58fcd64b;IDFM:478855;IDFM:63880;rail
5030893;0;3;IDFM:2987.link:350817;IDFM:461844.link:471290;IDFM:C00975;IDFM:FOE:178786-C00975-524-C00975-46554-7649189;IDFM:59577;IDFM:461843;bus
1032402;0;1;IDFM:463631.link:603430;IDFM:463659.link:145638;IDFM:C02246;IDFM:RATP:155809-C02246-COU_RATP_5106023_3111432_19;IDFM:463633;IDFM:71572;bus
11367591;1;4;IDFM:38470.link:613707;IDFM:419752.link:625520;IDFM:C01242;IDFM:RATP:170630-C01242-COU_RATP_5117637_3285435_15;IDFM:65342;IDFM:65477;bus
6610245;1;6;IDFM:24280.link:84423;IDFM:28247.link:482038;IDFM:C01092;IDFM:RATP:167871-C01092-COU_RATP_5117877_2017052_31;IDFM:482730;IDFM:71388;bus
6910722;0;3;IDFM:463088.link:pt_IDFM:463088;IDFM:462984.link:pt_IDFM:462984;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_-228784835_Nat224Daup07-3;IDFM:71409;IDFM:71893;subway
482407;0;5;IDFM:36323.link:231731;IDFM:485189.link:620512;IDFM:C01145;IDFM:RATP:175390-C01145-COU_RATP_5120910_3300950_9;IDFM:71609;IDFM:73140;bus
476159;1;4;IDFM:463201.link:pt_IDFM:463201;IDFM:463163.link:pt_IDFM:463163;IDFM:C01378;IDFM:RATP:174682-C01378-COU_RATP_08JOLIPPE6_2025_1845212885_CLac15CLac30-3;IDFM:71199;IDFM:71137;subway
