person_id;person_trip_id;leg_index;access_stop_id;egress_stop_id;transit_line_id;transit_route_id;access_area_id;egress_area_id;transit_mode
9151373;0;1;IDFM:26910.link:587856;IDFM:26906.link:587864;IDFM:C02180;IDFM:RATP:175538-C02180-COU_RATP_5121720_3284289_1;IDFM:72477;IDFM:72472;bus
7896030;0;1;IDFM:477201.link:332340;IDFM:491493.link:642132;IDFM:C01176;IDFM:RATP:162294-C01176-COU_RATP_5109607_3184154_2;IDFM:73695;IDFM:72675;bus
7256705;0;1;IDFM:24502.link:248903;IDFM:487963.link:117775;IDFM:C01240;IDFM:RATP:144199-C01240-COU_RATP_5101626_3190214_1;IDFM:70882;IDFM:70832;bus
10823418;0;1;IDFM:37281.link:278508;IDFM:27153.link:552592;IDFM:C01203;IDFM:RATP:175589-C01203-COU_RATP_5121160_2533249_3;IDFM:70275;IDFM:70064;bus
1817697;0;1;IDFM:21961.link:pt_IDFM:21961;IDFM:463046.link:pt_IDFM:463046;IDFM:C01384;IDFM:RATP:174677-C01384-COU_RATP_14DILEDOYEN08_2024_1004881466_Pl1403Hr1402-2;IDFM:71324;IDFM:73626;subway
1142585;0;1;IDFM:412987.link:pt_IDFM:412987;IDFM:462441.link:pt_IDFM:462441;IDFM:C01679;IDFM:RATP:146338-C01679-COU_RATP_5097502_3173058_18;IDFM:72064;IDFM:71545;tram
163894;0;1;IDFM:monomodalStopPlace:46366.link:589350;IDFM:monomodalStopPlace:45301.link:444956;IDFM:C01727;IDFM:TN:SNCF:b087c230-59d3-4459-8348-124496da396d;IDFM:424396;IDFM:71572;rail
593951;0;1;IDFM:22082.link:pt_IDFM:22082;IDFM:22087.link:pt_IDFM:22087;IDFM:C01371;IDFM:RATP:174676-C01371-COU_RATP_01DIBYZANCE_2024_935444867_LaDe01LaDe05-1;IDFM:71318;IDFM:71264;subway
6185723;0;1;IDFM:monomodalStopPlace:43226.link:50871;IDFM:monomodalStopPlace:45067.link:174008;IDFM:C01728;IDFM:TN:SNCF:56d22d51-7aa2-4518-b119-56583b7fa487;IDFM:63044;IDFM:69568;rail
445202;0;1;IDFM:41439.link:517044;IDFM:41430.link:147503;IDFM:C01634;IDFM:BRIE_ET_2_MORIN:182562-C01634-19885942;IDFM:481111;IDFM:480550;bus
10823418;0;3;IDFM:monomodalStopPlace:43227.link:411158;IDFM:monomodalStopPlace:43072.link:66252;IDFM:C01727;IDFM:TN:SNCF:b04eb741-bf5c-4d23-a156-1b96a3fee560;IDFM:70064;IDFM:71135;rail
12350190;0;1;IDFM:monomodalStopPlace:43212.link:465618;IDFM:monomodalStopPlace:58566.link:155874;IDFM:C01739;IDFM:TN:SNCF:df47de69-6ba2-4651-b26b-db4b74563bf6;IDFM:65110;IDFM:71370;rail
10606625;0;1;IDFM:25901.link:595875;IDFM:39343.link:507852;IDFM:C01133;IDFM:RATP:172196-C01133-COU_RATP_5118430_3222359_1;IDFM:70306;IDFM:70522;bus
163894;0;3;IDFM:463112.link:pt_IDFM:463112;IDFM:21957.link:pt_IDFM:21957;IDFM:C01384;IDFM:RATP:174677-C01384-COU_RATP_14DILEDOYEN08_2024_525976775_Or1403Hr1401-2;IDFM:71572;IDFM:71607;subway
10229600;0;1;IDFM:27280.link:417799;IDFM:477630.link:309272;IDFM:C01204;IDFM:RATP:172337-C01204-COU_RATP_5119111_3245664_1;IDFM:69837;IDFM:69707;bus
7738374;0;1;IDFM:22111.link:pt_IDFM:22111;IDFM:463043.link:pt_IDFM:463043;IDFM:C01372;IDFM:RATP:180391-C01372-COU_RATP_02DICROCUS_2025_-1555303286_Daup01Daup04-1;IDFM:474152;IDFM:71347;subway
6159647;0;1;IDFM:14603.link:118121;IDFM:426040.link:195949;IDFM:C00610;IDFM:KRO6:183731-C00610-595-260;IDFM:65737;IDFM:66009;bus
12260102;0;1;IDFM:483277.link:pt_IDFM:483277;IDFM:22151.link:pt_IDFM:22151;IDFM:C01374;IDFM:RATP:176696-C01374-COU_RATP_04DIHOGGAR_2025_-279978580_Bagl01Clig07-1;IDFM:70441;IDFM:71056;subway
6610245;0;1;IDFM:monomodalStopPlace:58572.link:350772;IDFM:monomodalStopPlace:58718.link:446990;IDFM:C01729;IDFM:TN:SNCF:2d00d08b-5ddb-482e-a879-06ea0a527149;IDFM:478733;IDFM:73688;rail
12253330;0;1;IDFM:492474.link:532763;IDFM:472097.link:696750;IDFM:C01617;IDFM:TCE:175991-C01617-3028-260;IDFM:60765;IDFM:60797;bus
12261305;0;1;IDFM:21047.link:17117;IDFM:37788.link:194566;IDFM:C01215;IDFM:RATP:151168-C01215-COU_RATP_5109296_3089657_2;IDFM:70222;IDFM:480872;bus
10508798;0;1;IDFM:monomodalStopPlace:58267.link:259499;IDFM:monomodalStopPlace:58718.link:446990;IDFM:C01729;IDFM:TN:SNCF:f387b8f6-5a06-4198-8f0a-f1801a8c8ec3;IDFM:73098;IDFM:73688;rail
163894;0;5;IDFM:463128.link:pt_IDFM:463128;IDFM:22173.link:pt_IDFM:22173;IDFM:C01376;IDFM:RATP:146228-C01376-COU_RATP_5086610_1199218_1;IDFM:71607;IDFM:71026;subway
1667596;0;1;IDFM:463307.link:pt_IDFM:463307;IDFM:463160.link:pt_IDFM:463160;IDFM:C01371;IDFM:RATP:174676-C01371-COU_RATP_01DIBYZANCE_2024_-945949422_Vinc03LaDe04-2;IDFM:71222;IDFM:71264;subway
7896030;1;4;IDFM:470688.link:pt_IDFM:470688;IDFM:471675.link:pt_IDFM:471675;IDFM:C01999;IDFM:TN:SNCF:dc6f4362-1ccc-4b5c-8055-5c80270e1f82;IDFM:72641;IDFM:72787;tram
8333352;0;1;IDFM:monomodalStopPlace:43140.link:27354;IDFM:monomodalStopPlace:45102.link:180941;IDFM:C01743;IDFM:TN:SNCF:a698724d-376f-4d7b-bae8-f83a726003ea;IDFM:72598;IDFM:474151;rail
10642077;0;1;IDFM:10093.link:432271;IDFM:424912.link:87480;IDFM:C01140;IDFM:RATP:169013-C01140-COU_RATP_5117853_3284218_1;IDFM:70125;IDFM:70393;bus
1416804;0;1;IDFM:41515.link:399532;IDFM:29421.link:23459;IDFM:C01100;IDFM:RATP:144176-C01100-COU_RATP_5101014_3186634_4;IDFM:71572;IDFM:71779;bus
9856045;0;1;IDFM:monomodalStopPlace:46366.link:589350;IDFM:monomodalStopPlace:44877.link:218987;IDFM:C01727;IDFM:TN:SNCF:b71bdc5b-d4d5-45fc-bf44-236d866497f2;IDFM:424396;IDFM:73620;rail
90584;0;1;IDFM:463128.link:pt_IDFM:463128;IDFM:22158.link:pt_IDFM:22158;IDFM:C01376;IDFM:RATP:146228-C01376-COU_RATP_5086610_1199218_1;IDFM:71607;IDFM:71056;subway
7887096;0;1;IDFM:monomodalStopPlace:43145.link:84774;IDFM:monomodalStopPlace:473843.link:261316;IDFM:C01743;IDFM:TN:SNCF:089ebcd6-ebbd-4d75-bc9e-393cda78cbaf;IDFM:72211;IDFM:70623;rail
7738374;0;3;IDFM:monomodalStopPlace:58759.link:300998;IDFM:monomodalStopPlace:470549.link:327581;IDFM:C01742;IDFM:TN:SNCF:ae7f4e80-40cf-4812-a75a-6d3556396179;IDFM:71347;IDFM:71517;rail
10823418;0;5;IDFM:21967.link:pt_IDFM:21967;IDFM:21970.link:pt_IDFM:21970;IDFM:C01380;IDFM:RATP:153918-C01380-COU_RATP_5110507_296022_132;IDFM:71135;IDFM:71159;subway
8848136;0;1;IDFM:39754.link:78557;IDFM:36535.link:689747;IDFM:C01194;IDFM:RATP:169081-C01194-COU_RATP_5118113_3215469_98;IDFM:73696;IDFM:72182;bus
12001555;0;1;IDFM:monomodalStopPlace:43212.link:465618;IDFM:monomodalStopPlace:58566.link:155874;IDFM:C01739;IDFM:TN:SNCF:8ad07306-bcf8-4bdd-a372-eea1bf070145;IDFM:65110;IDFM:71370;rail
7256705;1;4;IDFM:28770.link:522261;IDFM:10279.link:235607;IDFM:C01167;IDFM:RATP:183109-C01167-COU_RATP_5124543_2549439_2;IDFM:70853;IDFM:71517;bus
10046778;0;1;IDFM:monomodalStopPlace:46304.link:274385;IDFM:monomodalStopPlace:470195.link:128548;IDFM:C01728;IDFM:TN:SNCF:edd00201-3419-4975-b706-45a9351ee2c1;IDFM:69671;IDFM:73626;rail
1533935;0;1;IDFM:463187.link:pt_IDFM:463187;IDFM:21949.link:pt_IDFM:21949;IDFM:C01381;IDFM:RATP:163211-C01381-COU_RATP_5109181_3166990_130;IDFM:71840;IDFM:71889;subway
8333352;0;3;IDFM:monomodalStopPlace:45102.link:150652;IDFM:monomodalStopPlace:58759.link:300998;IDFM:C01742;IDFM:TN:SNCF:f79c67ba-a271-4eca-b579-d6d43f5727cd;IDFM:474151;IDFM:71347;rail
6610245;0;3;IDFM:monomodalStopPlace:58566.link:155873;IDFM:monomodalStopPlace:43112.link:367751;IDFM:C01740;IDFM:TN:SNCF:b60efaaa-3415-4df9-a2f9-a88a1aa27189;IDFM:71370;IDFM:72073;rail
1348588;0;1;IDFM:462974.link:pt_IDFM:462974;IDFM:22150.link:pt_IDFM:22150;IDFM:C01374;IDFM:RATP:182164-C01374-COU_RATP_04JODENALI3_2025_1366177130_Bagl02Clig09-2;IDFM:71511;IDFM:71223;subway
12261305;0;3;IDFM:486848.link:pt_IDFM:486848;IDFM:486843.link:pt_IDFM:486843;IDFM:C02528;IDFM:RDBIEVRE:182945-C02528-10277401;IDFM:480872;IDFM:69814;tram
9147507;0;1;IDFM:28779.link:52787;IDFM:27545.link:592123;IDFM:C01168;IDFM:RATP:144189-C01168-COU_RATP_5092034_2022424_1;IDFM:72508;IDFM:72041;bus
10606625;0;3;IDFM:37158.link:68082;IDFM:23354.link:492982;IDFM:C01154;IDFM:RATP:156437-C01154-COU_RATP_5112330_3230105_1;IDFM:70522;IDFM:483412;bus
1536038;0;1;IDFM:22108.link:pt_IDFM:22108;IDFM:22115.link:pt_IDFM:22115;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_-228784835_Daup01Nat221-4;IDFM:71367;IDFM:71435;subway
1529985;0;1;IDFM:21995.link:pt_IDFM:21995;IDFM:21966.link:pt_IDFM:21966;IDFM:C01381;IDFM:RATP:146278-C01381-COU_RATP_5096347_3166988_1;IDFM:71868;IDFM:71264;subway
7220770;0;1;IDFM:39588.link:173396;IDFM:427588.link:677345;IDFM:C01185;IDFM:RATP:163002-C01185-COU_RATP_5114754_3183271_5;IDFM:73878;IDFM:482350;bus
6642595;1;2;IDFM:41711.link:6666;IDFM:18246.link:351192;IDFM:C01164;IDFM:RATP:178129-C01164-COU_RATP_5119082_3295902_1;IDFM:72266;IDFM:72381;bus
1402442;0;1;IDFM:41515.link:399532;IDFM:29421.link:23459;IDFM:C01100;IDFM:RATP:144176-C01100-COU_RATP_5101014_3186634_4;IDFM:71572;IDFM:71779;bus
10289326;0;1;IDFM:22400.link:pt_IDFM:22400;IDFM:22386.link:pt_IDFM:22386;IDFM:C01377;IDFM:RATP:174678-C01377-COU_RATP_07JOGEAI4_2024_-1309725238_Arag02Vill08-1;IDFM:70143;IDFM:71148;subway
12334674;0;1;IDFM:8994.link:133359;IDFM:422956.link:147722;IDFM:C00770;IDFM:FSO:177486-C00770-1262-260;IDFM:66874;IDFM:66816;bus
5049115;0;1;IDFM:monomodalStopPlace:45739.link:228295;IDFM:monomodalStopPlace:45301.link:444956;IDFM:C01727;IDFM:TN:SNCF:548d92fd-9948-41ee-aadc-0c5c8d2cae04;IDFM:478505;IDFM:71572;rail
6610970;0;1;IDFM:24062.link:280710;IDFM:25763.link:682532;IDFM:C01109;IDFM:RATP:181052-C01109-COU_RATP_5118923_2896282_7;IDFM:72112;IDFM:71350;bus
12001555;0;3;IDFM:462971.link:pt_IDFM:462971;IDFM:22024.link:pt_IDFM:22024;IDFM:C01373;IDFM:RATP:174680-C01373-COU_RATP_03JOBOTTICELLI2_2024_1947767929_Gall17Gall18-10;IDFM:71370;IDFM:71313;subway
9856542;0;1;IDFM:24371.link:7394;IDFM:27879.link:402580;IDFM:C01288;IDFM:RATP:175592-C01288-COU_RATP_5117737_3287484_1;IDFM:70507;IDFM:417815;bus
1667596;0;3;IDFM:463158.link:pt_IDFM:463158;IDFM:22152.link:pt_IDFM:22152;IDFM:C01374;IDFM:RATP:182164-C01374-COU_RATP_04JODENALI3_2025_-1122666357_Bagl01Clig18-2;IDFM:71264;IDFM:71469;subway
10508798;0;3;IDFM:21906.link:pt_IDFM:21906;IDFM:463250.link:pt_IDFM:463250;IDFM:C01373;IDFM:RATP:174680-C01373-COU_RATP_03JOBOTTICELLI2_2024_1947767929_Gall17Gall18-10;IDFM:482368;IDFM:71801;subway
9639774;0;1;IDFM:22209.link:pt_IDFM:22209;IDFM:22203.link:pt_IDFM:22203;IDFM:C01378;IDFM:RATP:174682-C01378-COU_RATP_08JOLIPPE10_2024_1845212885_Bala07CLac33-10;IDFM:71558;IDFM:71693;subway
9257263;0;1;IDFM:monomodalStopPlace:43078.link:163448;IDFM:monomodalStopPlace:462394.link:319445;IDFM:C01737;IDFM:TN:SNCF:37342b42-d07c-4ffe-a183-ce6bfb6dd414;IDFM:65227;IDFM:71410;rail
534869;0;1;IDFM:24110.link:pt_IDFM:24110;IDFM:24118.link:pt_IDFM:24118;IDFM:C01391;IDFM:RATP:146326-C01391-COU_RATP_5094562_3088051_1;IDFM:70636;IDFM:70657;tram
12260102;0;3;IDFM:monomodalStopPlace:473890.link:45143;IDFM:monomodalStopPlace:43231.link:27361;IDFM:C01743;IDFM:TN:SNCF:3cbfcce1-f4ae-48ac-a6e7-b57742b86552;IDFM:71056;IDFM:72641;rail
593951;0;3;IDFM:463158.link:pt_IDFM:463158;IDFM:22141.link:pt_IDFM:22141;IDFM:C01374;IDFM:RATP:182164-C01374-COU_RATP_04JODENALI3_2025_-1122666357_Bagl01Clig18-2;IDFM:71264;IDFM:478883;subway
8292517;0;1;IDFM:423152.link:640937;IDFM:28371.link:412489;IDFM:C01299;IDFM:RATP:175380-C01299-COU_RATP_5121702_3302736_2;IDFM:72545;IDFM:71663;bus
6185723;0;3;IDFM:monomodalStopPlace:45067.link:173992;IDFM:monomodalStopPlace:47906.link:423073;IDFM:C01728;IDFM:TN:SNCF:c34b19cb-1317-4527-80fb-01879b094378;IDFM:69568;IDFM:60450;rail
7256705;1;6;IDFM:monomodalStopPlace:470549.link:327581;IDFM:monomodalStopPlace:43082.link:139389;IDFM:C01742;IDFM:TN:SNCF:f79c67ba-a271-4eca-b579-d6d43f5727cd;IDFM:71517;IDFM:64741;rail
12350190;0;3;IDFM:22032.link:pt_IDFM:22032;IDFM:462985.link:pt_IDFM:462985;IDFM:C01373;IDFM:RATP:174680-C01373-COU_RATP_03DIDUFY1_2024_-753671544_Gall01Gall02-2;IDFM:73617;IDFM:72057;subway
8676006;0;1;IDFM:36239.link:137342;IDFM:36223.link:350915;IDFM:C01278;IDFM:RATP:175311-C01278-COU_RATP_5116128_2288913_2;IDFM:73119;IDFM:479919;bus
400604;0;1;IDFM:463110.link:pt_IDFM:463110;IDFM:463061.link:pt_IDFM:463061;IDFM:C01381;IDFM:RATP:169952-C01381-COU_RATP_5109182_3166989_155;IDFM:71853;IDFM:415852;subway
1005875;0;1;IDFM:463313.link:pt_IDFM:463313;IDFM:22140.link:pt_IDFM:22140;IDFM:C01374;IDFM:RATP:182164-C01374-COU_RATP_04JODENALI3_2025_-1856283671_Clig01Bagl08-2;IDFM:73633;IDFM:70657;subway
9856045;0;3;IDFM:monomodalStopPlace:44877.link:32145;IDFM:monomodalStopPlace:43066.link:676360;IDFM:C01743;IDFM:TN:SNCF:a698724d-376f-4d7b-bae8-f83a726003ea;IDFM:73620;IDFM:69759;rail
5845716;0;1;IDFM:3827.link:407369;IDFM:427100.link:94981;IDFM:C01618;IDFM:TCE:175991-C01618-1812-260;IDFM:60286;IDFM:60247;bus
7877617;0;1;IDFM:483904.link:pt_IDFM:483904;IDFM:21964.link:pt_IDFM:21964;IDFM:C01382;IDFM:RATP:174673-C01382-COU_RATP_12JOMAYOL_2024_1256978106_Vers04Maau05-3;IDFM:72524;IDFM:71370;subway
6914511;0;1;IDFM:7833.link:274292;IDFM:22550.link:524715;IDFM:C01152;IDFM:RATP:160676-C01152-COU_RATP_5110959_2569778_5;IDFM:70671;IDFM:70612;bus
10046778;0;3;IDFM:21958.link:pt_IDFM:21958;IDFM:480531.link:pt_IDFM:480531;IDFM:C01384;IDFM:RATP:181065-C01384-COU_RATP_14JOBEKHTI01_2025_-1269221840_Or1406Or1413-2;IDFM:73626;IDFM:71545;subway
9302618;0;1;IDFM:26573.link:503385;IDFM:37772.link:544002;IDFM:C01156;IDFM:RATP:182361-C01156-COU_RATP_5120952_3300970_3;IDFM:71726;IDFM:71756;bus
1142585;0;3;IDFM:480541.link:pt_IDFM:480541;IDFM:490833.link:pt_IDFM:490833;IDFM:C01384;IDFM:RATP:174677-C01384-COU_RATP_14DILEDOYEN09_2025_-578898594_Sm1406Pl1402-2;IDFM:71545;IDFM:69677;subway
9426644;0;1;IDFM:monomodalStopPlace:412743.link:541604;IDFM:monomodalStopPlace:462394.link:319445;IDFM:C01737;IDFM:TN:SNCF:65dc55f4-c01a-4690-b6b7-ac900919f604;IDFM:72323;IDFM:71410;rail
160828;0;1;IDFM:monomodalStopPlace:473890.link:45143;IDFM:monomodalStopPlace:462394.link:319445;IDFM:C01743;IDFM:TN:SNCF:2d6b4321-7f9f-402f-bd34-987566e54bb0;IDFM:71056;IDFM:71410;rail
9402096;0;1;IDFM:490553.link:pt_IDFM:490553;IDFM:28854.link:pt_IDFM:28854;IDFM:C01684;IDFM:RATP:178234-C01684-COU_RATP_5119994_3157245_50;IDFM:72333;IDFM:72408;tram
1793467;0;1;IDFM:24107.link:pt_IDFM:24107;IDFM:24115.link:pt_IDFM:24115;IDFM:C01391;IDFM:RATP:155900-C01391-COU_RATP_5111428_3088051_2;IDFM:71632;IDFM:70623;tram
7220770;0;3;IDFM:480286.link:pt_IDFM:480286;IDFM:463046.link:pt_IDFM:463046;IDFM:C01384;IDFM:RATP:181065-C01384-COU_RATP_14JOBEKHTI01_2025_1317761393_Sm1403Or1429-26;IDFM:71475;IDFM:73626;subway
9257263;0;3;IDFM:463182.link:pt_IDFM:463182;IDFM:463027.link:pt_IDFM:463027;IDFM:C01375;IDFM:RATP:158918-C01375-COU_RATP_5109826_3263588_52;IDFM:71410;IDFM:71972;subway
1309463;0;1;IDFM:monomodalStopPlace:462394.link:319241;IDFM:monomodalStopPlace:473890.link:127420;IDFM:C01743;IDFM:TN:SNCF:242f7b04-6cb8-45b3-be60-e430739f3dc8;IDFM:71410;IDFM:71056;rail
10805281;0;1;IDFM:478997.link:pt_IDFM:478997;IDFM:478978.link:pt_IDFM:478978;IDFM:C02317;IDFM:KT9:177017-C02317-2897-1295;IDFM:70169;IDFM:69846;tram
10823418;1;8;IDFM:22229.link:pt_IDFM:22229;IDFM:22218.link:pt_IDFM:22218;IDFM:C01383;IDFM:RATP:153924-C01383-COU_RATP_5110445_2467826_123;IDFM:71159;IDFM:71370;subway
1536038;0;3;IDFM:22129.link:pt_IDFM:22129;IDFM:462976.link:pt_IDFM:462976;IDFM:C01383;IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_116;IDFM:71435;IDFM:72217;subway
9297138;0;1;IDFM:490766.link:pt_IDFM:490766;IDFM:463061.link:pt_IDFM:463061;IDFM:C01381;IDFM:RATP:169952-C01381-COU_RATP_5109182_3166989_155;IDFM:71897;IDFM:415852;subway
9856542;0;3;IDFM:monomodalStopPlace:43224.link:25782;IDFM:monomodalStopPlace:47900.link:706780;IDFM:C01742;IDFM:TN:SNCF:c3173290-fc03-461a-a59b-6ea827190468;IDFM:71651;IDFM:71718;rail
6159647;0;3;IDFM:monomodalStopPlace:43222.link:440290;IDFM:monomodalStopPlace:470195.link:128548;IDFM:C01728;IDFM:TN:SNCF:3b8f9dd5-8eea-423e-b6f9-308e9d869e6d;IDFM:66009;IDFM:73626;rail
8245425;0;1;IDFM:39912.link:627086;IDFM:37464.link:345252;IDFM:C01299;IDFM:RATP:175380-C01299-COU_RATP_5121702_3302736_2;IDFM:72511;IDFM:71817;bus
7226669;0;1;IDFM:28710.link:491238;IDFM:28517.link:342224;IDFM:C01195;IDFM:RATP:153656-C01195-COU_RATP_5110052_3174598_3;IDFM:71455;IDFM:71421;bus
12029115;0;1;IDFM:7438.link:468055;IDFM:5079.link:688263;IDFM:C00312;IDFM:KABS:181862-C00312-1689-543;IDFM:65192;IDFM:65063;bus
7781555;0;1;IDFM:23747.link:234262;IDFM:423683.link:592869;IDFM:C01248;IDFM:RATP:144144-C01248-COU_RATP_5099064_2183193_2;IDFM:70889;IDFM:70891;bus
9147507;0;3;IDFM:monomodalStopPlace:44201.link:241554;IDFM:monomodalStopPlace:58718.link:446990;IDFM:C01729;IDFM:TN:SNCF:f387b8f6-5a06-4198-8f0a-f1801a8c8ec3;IDFM:72041;IDFM:73688;rail
4577195;0;1;IDFM:8265.link:684478;IDFM:39375.link:566151;IDFM:C02000;IDFM:RATP:163084-C02000-COU_RATP_5115671_3277942_5;IDFM:64501;IDFM:64589;bus
8027530;1;4;IDFM:463319.link:pt_IDFM:463319;IDFM:490787.link:pt_IDFM:490787;IDFM:C01381;IDFM:RATP:163211-C01381-COU_RATP_5109181_3166990_130;IDFM:71870;IDFM:490779;subway
1529985;0;3;IDFM:monomodalStopPlace:45102.link:150652;IDFM:monomodalStopPlace:470549.link:327581;IDFM:C01742;IDFM:TN:SNCF:72e88166-c68a-4218-9bc9-859ab3fff8b0;IDFM:474151;IDFM:71517;rail
90584;0;3;IDFM:monomodalStopPlace:473890.link:127420;IDFM:monomodalStopPlace:474069.link:248357;IDFM:C01743;IDFM:TN:SNCF:a698724d-376f-4d7b-bae8-f83a726003ea;IDFM:71056;IDFM:63029;rail
774428;0;1;IDFM:monomodalStopPlace:473843.link:265499;IDFM:monomodalStopPlace:45102.link:291171;IDFM:C01743;IDFM:TN:SNCF:166cec25-15d8-42ef-a9a6-c6a4949d89e0;IDFM:70623;IDFM:474151;rail
3158950;0;1;IDFM:31034.link:169007;IDFM:31157.link:146508;IDFM:C00875;IDFM:TRANSDEV_MELUN:175704-C00875-19728060;IDFM:62082;IDFM:61926;bus
3205211;0;1;IDFM:monomodalStopPlace:45812.link:379180;IDFM:monomodalStopPlace:43115.link:124652;IDFM:C01728;IDFM:TN:SNCF:92c978fa-3aef-4011-a350-a7a75b16726d;IDFM:61976;IDFM:60309;rail
1309463;0;3;IDFM:463104.link:pt_IDFM:463104;IDFM:26602.link:pt_IDFM:26602;IDFM:C01374;IDFM:RATP:182164-C01374-COU_RATP_04JODENALI3_2025_1366177130_Bagl02Clig09-2;IDFM:71056;IDFM:70586;subway
533327;0;1;IDFM:22121.link:pt_IDFM:22121;IDFM:22107.link:pt_IDFM:22107;IDFM:C01372;IDFM:RATP:174679-C01372-COU_RATP_02JOCAMELIA4_2024_-228784835_Daup01Nat221-4;IDFM:71376;IDFM:71961;subway
400604;0;3;IDFM:463060.link:pt_IDFM:463060;IDFM:463157.link:pt_IDFM:463157;IDFM:C01377;IDFM:RATP:174678-C01377-COU_RATP_07JOCAILLE2_2024_509130381_Arag12LaCo16-16;IDFM:71264;IDFM:71100;subway
12260102;0;5;IDFM:470573.link:543277;IDFM:24895.link:70220;IDFM:C01168;IDFM:RATP:152748-C01168-COU_RATP_5109849_2022421_1;IDFM:72641;IDFM:72647;bus
12253330;0;3;IDFM:monomodalStopPlace:43132.link:652536;IDFM:monomodalStopPlace:470195.link:128548;IDFM:C01728;IDFM:TN:SNCF:6ff14133-1cc0-49b8-8653-bdb4dfbdfc21;IDFM:60797;IDFM:73626;rail
10287893;0;1;IDFM:22400.link:pt_IDFM:22400;IDFM:22364.link:pt_IDFM:22364;IDFM:C01377;IDFM:RATP:174678-C01377-COU_RATP_07JOCAILLE2_2024_-1309725238_Vill15Ivry10-16;IDFM:70143;IDFM:71264;subway
8282962;0;1;IDFM:472211.link:pt_IDFM:472211;IDFM:471982.link:pt_IDFM:471982;IDFM:C01843;IDFM:TN:SNCF:2fd1fa11-ed20-4de3-a552-4771365e9156;IDFM:73360;IDFM:72037;tram
9856542;0;5;IDFM:monomodalStopPlace:47900.link:372410;IDFM:monomodalStopPlace:43223.link:544583;IDFM:C01729;IDFM:TN:SNCF:48caebf0-61ff-4145-ad98-f70d8d8c7289;IDFM:71718;IDFM:73097;rail
7877617;0;3;IDFM:463188.link:pt_IDFM:463188;IDFM:463318.link:pt_IDFM:463318;IDFM:C01379;IDFM:RATP:177895-C01379-COU_RATP_09JORIMBAUD1_2025_382278748_MieM06Clou37-7;IDFM:482368;IDFM:71285;subway
5955142;0;1;IDFM:2377.link:133016;IDFM:10088.link:512671;IDFM:C01270;IDFM:RATP:171285-C01270-COU_RATP_5116735_3137820_3;IDFM:62962;IDFM:62939;bus
10642077;0;3;IDFM:monomodalStopPlace:44801.link:188772;IDFM:monomodalStopPlace:470549.link:327581;IDFM:C01742;IDFM:TN:SNCF:bdd81190-0ef2-4071-969c-508345365eb8;IDFM:70393;IDFM:71517;rail
6954361;0;1;IDFM:22034.link:pt_IDFM:22034;IDFM:462985.link:pt_IDFM:462985;IDFM:C01373;IDFM:RATP:174680-C01373-COU_RATP_03JOBOTTICELLI2_2024_-1830129975_Gam307Gall03-3;IDFM:73667;IDFM:72057;subway
10825695;0;1;IDFM:478993.link:pt_IDFM:478993;IDFM:478979.link:pt_IDFM:478979;IDFM:C02317;IDFM:KT9:177017-C02317-2835-1295;IDFM:70273;IDFM:70604;tram
11050649;0;1;IDFM:472969.link:pt_IDFM:472969;IDFM:472920.link:pt_IDFM:472920;IDFM:C01999;IDFM:TN:SNCF:dc6f4362-1ccc-4b5c-8055-5c80270e1f82;IDFM:65227;IDFM:72383;tram
7056711;0;1;IDFM:39916.link:651270;IDFM:22448.link:642872;IDFM:C01212;IDFM:RATP:151157-C01212-COU_RATP_5109272_3185769_2;IDFM:70446;IDFM:70562;bus
445202;0;3;IDFM:monomodalStopPlace:470195.link:128548;IDFM:monomodalStopPlace:47669.link:374956;IDFM:C01728;IDFM:TN:SNCF:3b8f9dd5-8eea-423e-b6f9-308e9d869e6d;IDFM:73626;IDFM:62412;rail
9315030;0;1;IDFM:monomodalStopPlace:43224.link:491647;IDFM:monomodalStopPlace:58759.link:300998;IDFM:C01742;IDFM:TN:SNCF:39735f3a-71b3-4a04-8353-79c6bcfd380c;IDFM:71651;IDFM:71347;rail
10031042;0;1;IDFM:monomodalStopPlace:46299.link:212599;IDFM:monomodalStopPlace:45301.link:444956;IDFM:C01727;IDFM:TN:SNCF:4f4826aa-53c2-498c-abb2-a707b15115f6;IDFM:69639;IDFM:71572;rail
9142977;0;1;IDFM:22015.link:pt_IDFM:22015;IDFM:22007.link:pt_IDFM:22007;IDFM:C01375;IDFM:RATP:183843-C01375-COU_RATP_5120206_3315058_30;IDFM:72486;IDFM:71410;subway
1533935;1;4;IDFM:21999.link:pt_IDFM:21999;IDFM:21966.link:pt_IDFM:21966;IDFM:C01381;IDFM:RATP:169952-C01381-COU_RATP_5109182_3166989_155;IDFM:71909;IDFM:71264;subway
10289326;0;3;IDFM:463077.link:pt_IDFM:463077;IDFM:21988.link:pt_IDFM:21988;IDFM:C01380;IDFM:RATP:153918-C01380-COU_RATP_5110507_296022_132;IDFM:71148;IDFM:71147;subway
5915772;0;1;IDFM:10470.link:374333;IDFM:426057.link:412000;IDFM:C00683;IDFM:TRANSDEV_COEUR_ESSONNE:181001-C00683-19843645;IDFM:60800;IDFM:60987;bus
